User ID,Join Date,Last Payment Date,SubscriptionID,Monthly Revenue,Monthly_Revenue,Gender,Device,Country,FamilyMember,Age,TimeConsumingPerWeek,Genre,Satisfaction,MontlyIncomeUSD,Monthly Income,SubscriptionMethod,MonthlyFeeUSD,NoDevice,PlanDurationMonth,Monthly Fee 
183,26-05-2022,26-06-2023,2,15,1314.45,Female,Tablet,United Kingdom,3,24,7,Horror,Extremely satisfied,700,61341,Standard,12,2,1,1051.56
184,26-04-2022,25-06-2023,2,13,1139.19,Female,Laptop,Australia,2,19,10,Comedy,Extremely satisfied,1000,87630,Standard,12,2,1,1051.56
185,12-05-2022,25-06-2023,1,11,963.93,Female,Tablet,Germany,3,23,10,Horror,Extremely satisfied,900,78867,Basic,10,1,1,876.3
186,01-03-2022,25-06-2023,3,12,1051.56,Female,Smart TV,France,5,24,9,Dramma,Satisfied,700,61341,Premium,15,4,1,1314.45
187,10-07-2022,24-06-2023,1,13,1139.19,Female,Laptop,Brazil,3,23,9,Dramma,Extremely satisfied,800,70104,Basic,10,1,1,876.3
188,16-07-2022,27-06-2023,2,15,1314.45,Female,Smart TV,Mexico,2,21,9,Dramma,Extremely satisfied,500,43815,Standard,12,2,1,1051.56
189,02-09-2022,26-06-2023,3,13,1139.19,Male,Smart TV,Spain,4,25,6,Action & Adventure,Satisfied,800,70104,Premium,15,4,1,1314.45
190,18-09-2022,26-06-2023,1,11,963.93,Female,Tablet,Italy,5,22,7,Comedy,Satisfied,700,61341,Basic,10,1,1,876.3
191,08-07-2022,25-06-2023,3,10,876.3,Male,Laptop,United States,6,18,7,Horror,Neutral,800,70104,Premium,15,4,1,1314.45
192,26-06-2022,27-06-2023,1,14,1226.82,Female,Smartphone,Canada,1,25,9,Dramma,Extremely satisfied,600,52578,Basic,10,1,1,876.3
193,05-08-2022,25-06-2023,2,11,963.93,Male,Laptop,United Kingdom,2,18,9,Horror,Satisfied,800,70104,Standard,12,2,1,1051.56
194,19-08-2022,27-06-2023,2,14,1226.82,Male,Laptop,Australia,3,19,9,Action & Adventure,Extremely satisfied,800,70104,Standard,12,2,1,1051.56
195,26-08-2022,24-06-2023,1,11,963.93,Female,Smartphone,Germany,2,20,10,Dramma,Satisfied,700,61341,Basic,10,1,1,876.3
196,09-06-2022,24-06-2023,3,13,1139.19,Female,Smart TV,France,5,20,10,Horror,Extremely satisfied,900,78867,Premium,15,4,1,1314.45
197,27-09-2022,23-06-2023,1,14,1226.82,Male,Tablet,Brazil,5,23,9,Action & Adventure,Neutral,500,43815,Basic,10,1,1,876.3
198,18-10-2022,27-06-2023,2,10,876.3,Female,Laptop,Mexico,2,25,10,Dramma,Extremely satisfied,700,61341,Standard,12,2,1,1051.56
199,31-10-2022,25-06-2023,3,14,1226.82,Female,Tablet,Spain,6,22,6,Comedy,Extremely satisfied,1000,87630,Premium,15,4,1,1314.45
200,13-10-2022,25-06-2023,1,11,963.93,Female,Tablet,Italy,3,23,7,Comedy,Extremely satisfied,600,52578,Basic,10,1,1,876.3
201,04-07-2022,27-06-2023,3,11,963.93,Female,Smart TV,United States,4,19,9,Dramma,Extremely satisfied,1000,87630,Premium,15,4,1,1314.45
202,26-06-2022,27-06-2023,1,12,1051.56,Female,Tablet,Canada,5,20,9,Dramma,Neutral,1000,87630,Basic,10,1,1,876.3
203,31-07-2022,24-06-2023,2,13,1139.19,Female,Smart TV,United Kingdom,4,24,10,Horror,Neutral,900,78867,Standard,12,2,1,1051.56
204,27-07-2022,24-06-2023,2,12,1051.56,Male,Smartphone,Australia,4,18,8,Action & Adventure,Extremely satisfied,600,52578,Standard,12,2,1,1051.56
205,30-07-2022,25-06-2023,1,12,1051.56,Male,Smart TV,Germany,5,18,7,Horror,Satisfied,700,61341,Basic,10,1,1,876.3
206,06-08-2022,25-06-2023,3,11,963.93,Male,Smartphone,France,6,21,8,Action & Adventure,Extremely satisfied,900,78867,Premium,15,4,1,1314.45
207,16-09-2022,24-06-2023,1,15,1314.45,Female,Smartphone,Brazil,1,23,6,Horror,Neutral,600,52578,Basic,10,1,1,876.3
208,05-01-2023,23-06-2023,2,15,1314.45,Female,Tablet,Mexico,3,25,9,Dramma,Satisfied,500,43815,Standard,12,2,1,1051.56
209,10-12-2022,24-06-2023,3,11,963.93,Male,Laptop,Spain,4,17,8,Horror,Extremely satisfied,800,70104,Premium,15,4,1,1314.45
210,22-11-2022,26-06-2023,1,14,1226.82,Female,Laptop,Italy,2,18,9,Horror,Extremely satisfied,700,61341,Basic,10,1,1,876.3
211,15-11-2022,27-06-2023,3,15,1314.45,Male,Tablet,United States,4,19,10,Horror,Satisfied,1000,87630,Premium,15,4,1,1314.45
212,28-10-2022,26-06-2023,1,11,963.93,Male,Smart TV,Canada,1,25,10,Action & Adventure,Neutral,800,70104,Basic,10,1,1,876.3
213,08-09-2022,24-06-2023,2,12,1051.56,Female,Smart TV,United Kingdom,2,22,6,Dramma,Satisfied,900,78867,Standard,12,2,1,1051.56
214,30-06-2022,28-06-2023,2,13,1139.19,Female,Laptop,Australia,4,17,7,Horror,Satisfied,700,61341,Standard,12,2,1,1051.56
215,02-09-2022,27-06-2023,1,13,1139.19,Female,Smartphone,Germany,1,18,8,Dramma,Neutral,600,52578,Basic,10,1,1,876.3
216,08-10-2022,24-06-2023,3,14,1226.82,Female,Smart TV,France,6,23,8,Dramma,Satisfied,800,70104,Premium,15,4,1,1314.45
217,13-11-2022,25-06-2023,1,15,1314.45,Male,Smart TV,Brazil,2,22,10,Horror,Extremely satisfied,800,70104,Basic,10,1,1,876.3
218,15-11-2022,28-06-2023,2,12,1051.56,Male,Tablet,Mexico,2,21,9,Horror,Extremely satisfied,700,61341,Standard,12,2,1,1051.56
219,16-11-2022,25-06-2023,3,12,1051.56,Female,Smartphone,Spain,6,17,8,Horror,Neutral,900,78867,Premium,15,4,1,1314.45
220,26-11-2022,27-06-2023,1,12,1051.56,Male,Tablet,Italy,5,25,8,Horror,Neutral,600,52578,Basic,10,1,1,876.3
221,26-11-2022,25-06-2023,1,12,1051.56,Male,Smartphone,United States,2,22,9,Horror,Neutral,900,78867,Basic,10,1,1,876.3
222,12-12-2022,26-06-2023,1,10,876.3,Female,Smartphone,Canada,2,18,10,Comedy,Extremely satisfied,600,52578,Basic,10,1,1,876.3
223,08-01-2023,25-06-2023,2,12,1051.56,Female,Smartphone,United Kingdom,3,23,10,Horror,Extremely satisfied,800,70104,Standard,12,2,1,1051.56
224,27-11-2022,29-06-2023,3,15,1314.45,Female,Smartphone,Australia,5,19,6,Dramma,Satisfied,1000,87630,Premium,15,4,1,1314.45
225,11-10-2022,27-06-2023,1,14,1226.82,Female,Smartphone,Germany,3,20,9,Dramma,Neutral,700,61341,Basic,10,1,1,876.3
226,27-09-2022,26-06-2023,1,10,876.3,Male,Smartphone,France,3,25,6,Action & Adventure,Neutral,900,78867,Basic,10,1,1,876.3
227,30-09-2022,24-06-2023,3,12,1051.56,Female,Smartphone,Brazil,5,19,8,Dramma,Extremely satisfied,600,52578,Premium,15,4,1,1314.45
228,04-11-2022,27-06-2023,2,10,876.3,Male,Smart TV,Mexico,2,22,10,Horror,Extremely satisfied,800,70104,Standard,12,2,1,1051.56
229,04-11-2022,27-06-2023,2,13,1139.19,Male,Smartphone,Spain,2,21,9,Horror,Extremely satisfied,700,61341,Standard,12,2,1,1051.56
230,30-10-2022,26-06-2023,1,12,1051.56,Male,Laptop,Italy,4,23,10,Horror,Extremely satisfied,800,70104,Basic,10,1,1,876.3
231,29-10-2022,24-06-2023,3,11,963.93,Male,Smartphone,United States,4,25,6,Action & Adventure,Satisfied,1000,87630,Premium,15,4,1,1314.45
232,30-08-2022,27-06-2023,2,11,963.93,Male,Smartphone,Canada,3,23,6,Action & Adventure,Neutral,600,52578,Standard,12,2,1,1051.56
233,07-07-2022,26-06-2023,1,15,1314.45,Female,Smart TV,United Kingdom,5,24,10,Horror,Satisfied,800,70104,Basic,10,1,1,876.3
234,26-05-2022,27-06-2023,2,14,1226.82,Female,Laptop,Australia,3,25,6,Dramma,Extremely satisfied,1000,87630,Standard,12,2,1,1051.56
235,17-05-2022,25-06-2023,3,11,963.93,Male,Laptop,Germany,4,24,7,Horror,Extremely satisfied,800,70104,Premium,15,4,1,1314.45
236,08-05-2022,26-06-2023,1,11,963.93,Female,Smartphone,France,4,20,9,Dramma,Neutral,800,70104,Basic,10,1,1,876.3
237,07-07-2022,25-06-2023,3,13,1139.19,Female,Tablet,Brazil,6,20,9,Horror,Satisfied,800,70104,Premium,15,4,1,1314.45
238,17-07-2022,28-06-2023,2,15,1314.45,Male,Smartphone,Mexico,3,23,8,Action & Adventure,Satisfied,500,43815,Standard,12,2,1,1051.56
239,23-12-2022,26-06-2023,1,15,1314.45,Male,Smart TV,Spain,1,24,7,Action & Adventure,Satisfied,800,70104,Basic,10,1,1,876.3
240,27-06-2022,26-06-2023,2,13,1139.19,Male,Smartphone,Italy,3,18,10,Action & Adventure,Dissatisfied,700,61341,Standard,12,2,1,1051.56
241,31-05-2022,27-06-2023,3,13,1139.19,Male,Laptop,United States,6,21,8,Horror,Satisfied,800,70104,Premium,15,4,1,1314.45
242,02-06-2022,26-06-2023,1,12,1051.56,Male,Laptop,Canada,4,17,10,Action & Adventure,Neutral,900,78867,Basic,10,1,1,876.3
243,25-05-2022,27-06-2023,2,11,963.93,Male,Laptop,United Kingdom,2,24,8,Horror,Satisfied,900,78867,Standard,12,2,1,1051.56
244,26-04-2022,26-06-2023,3,15,1314.45,Male,Smartphone,Australia,4,24,6,Horror,Extremely dissatisfied,1000,87630,Premium,15,4,1,1314.45
245,20-04-2022,26-06-2023,1,13,1139.19,Male,Smart TV,Germany,3,20,6,Horror,Extremely satisfied,600,52578,Basic,10,1,1,876.3
246,03-05-2022,25-06-2023,3,11,963.93,Female,Smartphone,France,6,17,6,Horror,Neutral,1000,87630,Premium,15,4,1,1314.45
247,07-07-2022,27-06-2023,1,12,1051.56,Male,Smart TV,Brazil,3,17,8,Action & Adventure,Satisfied,500,43815,Basic,10,1,1,876.3
248,15-09-2022,26-06-2023,2,13,1139.19,Male,Smartphone,Mexico,4,20,9,Action & Adventure,Extremely satisfied,800,70104,Standard,12,2,1,1051.56
249,16-09-2022,27-06-2023,2,14,1226.82,Female,Smartphone,Spain,4,19,10,Horror,Satisfied,800,70104,Standard,12,2,1,1051.56
250,09-08-2022,26-06-2023,1,14,1226.82,Male,Laptop,Italy,1,20,8,Action & Adventure,Satisfied,900,78867,Basic,10,1,1,876.3
251,25-06-2022,27-06-2023,3,15,1314.45,Male,Laptop,United States,6,18,7,Horror,Neutral,700,61341,Premium,15,4,1,1314.45
252,30-05-2022,26-06-2023,1,11,963.93,Female,Smartphone,Canada,3,19,9,Dramma,Neutral,700,61341,Basic,10,1,1,876.3
253,21-05-2022,25-06-2023,2,15,1314.45,Female,Tablet,United Kingdom,4,20,9,Dramma,Neutral,700,61341,Standard,12,2,1,1051.56
254,20-05-2022,27-06-2023,3,12,1051.56,Female,Smart TV,Australia,6,19,8,Dramma,Neutral,600,52578,Premium,15,4,1,1314.45
255,20-05-2022,26-06-2023,1,13,1139.19,Female,Smart TV,Germany,2,19,9,Dramma,Extremely dissatisfied,600,52578,Basic,10,1,1,876.3
256,30-05-2022,26-06-2023,3,12,1051.56,Male,Tablet,France,5,19,10,Action & Adventure,Satisfied,700,61341,Premium,15,4,1,1314.45
257,17-06-2022,25-06-2023,1,13,1139.19,Male,Laptop,Brazil,3,19,9,Horror,Neutral,600,52578,Basic,10,1,1,876.3
258,16-07-2022,28-06-2023,2,11,963.93,Female,Smartphone,Mexico,4,20,6,Comedy,Neutral,800,70104,Standard,12,2,1,1051.56
259,05-08-2022,26-06-2023,2,15,1314.45,Male,Smartphone,Spain,3,19,8,Horror,Dissatisfied,700,61341,Standard,12,2,1,1051.56
260,17-07-2022,26-06-2023,1,10,876.3,Female,Smartphone,Italy,1,18,8,Horror,Extremely dissatisfied,600,52578,Basic,10,1,1,876.3
261,04-07-2022,25-06-2023,3,13,1139.19,Female,Smart TV,United States,5,19,9,Dramma,Extremely dissatisfied,600,52578,Premium,15,4,1,1314.45
262,13-07-2022,26-06-2023,1,12,1051.56,Female,Tablet,Canada,4,22,7,Horror,Neutral,800,70104,Basic,10,1,1,876.3
263,25-07-2022,24-06-2023,2,15,1314.45,Male,Smartphone,United Kingdom,2,22,6,Action & Adventure,Satisfied,800,70104,Standard,12,2,1,1051.56
264,09-08-2022,27-06-2023,3,10,876.3,Male,Smartphone,Australia,4,21,9,Horror,Satisfied,700,61341,Premium,15,4,1,1314.45
265,05-08-2022,25-06-2023,1,11,963.93,Female,Smart TV,Germany,1,23,9,Comedy,Neutral,700,61341,Basic,10,1,1,876.3
266,17-08-2022,26-06-2023,3,10,876.3,Male,Tablet,France,5,22,9,Horror,Neutral,800,70104,Premium,15,4,1,1314.45
267,08-09-2022,27-06-2023,1,11,963.93,Female,Laptop,Brazil,2,17,10,Horror,Dissatisfied,700,61341,Basic,10,1,1,876.3
268,16-10-2022,28-06-2023,2,13,1139.19,Female,Smart TV,Mexico,3,24,8,Horror,Extremely dissatisfied,500,43815,Standard,12,2,1,1051.56
269,15-10-2022,25-06-2023,2,13,1139.19,Female,Laptop,Spain,4,22,8,Dramma,Dissatisfied,800,70104,Standard,12,2,1,1051.56
270,04-09-2022,25-06-2023,1,12,1051.56,Male,Smart TV,Italy,4,23,7,Action & Adventure,Extremely satisfied,800,70104,Basic,10,1,1,876.3
271,20-08-2022,26-06-2023,3,14,1226.82,Male,Laptop,United States,6,21,8,Horror,Extremely dissatisfied,1000,87630,Premium,15,4,1,1314.45
272,10-08-2022,26-06-2023,1,10,876.3,Female,Smartphone,Canada,5,23,6,Dramma,Neutral,900,78867,Basic,10,1,1,876.3
273,02-08-2022,25-06-2023,2,12,1051.56,Female,Laptop,United Kingdom,4,18,10,Comedy,Satisfied,700,61341,Standard,12,2,1,1051.56
274,01-08-2022,24-06-2023,3,10,876.3,Female,Tablet,Australia,6,21,10,Comedy,Neutral,600,52578,Premium,15,4,1,1314.45
275,06-08-2022,25-06-2023,1,15,1314.45,Female,Laptop,Germany,2,25,7,Horror,Extremely satisfied,700,61341,Basic,10,1,1,876.3
276,09-08-2022,25-06-2023,3,14,1226.82,Female,Smart TV,France,4,18,6,Horror,Satisfied,1000,87630,Premium,15,4,1,1314.45
277,12-09-2022,26-06-2023,1,13,1139.19,Female,Tablet,Brazil,4,18,10,Horror,Extremely satisfied,600,52578,Basic,10,1,1,876.3
278,27-09-2022,26-06-2023,2,14,1226.82,Female,Laptop,Mexico,4,19,9,Dramma,Extremely satisfied,700,61341,Standard,12,2,1,1051.56
279,12-11-2022,24-06-2023,2,15,1314.45,Female,Laptop,Spain,2,24,8,Horror,Extremely dissatisfied,900,78867,Standard,12,2,1,1051.56
280,13-11-2022,27-06-2023,1,12,1051.56,Female,Laptop,Italy,5,24,8,Horror,Extremely satisfied,600,52578,Basic,10,1,1,876.3
281,02-11-2022,28-06-2023,3,12,1051.56,Female,Smart TV,United States,6,18,9,Horror,Extremely dissatisfied,800,70104,Premium,15,4,1,1314.45
282,30-10-2022,25-06-2023,1,11,963.93,Male,Smart TV,Canada,5,20,7,Horror,Neutral,800,70104,Basic,10,1,1,876.3
283,30-06-2022,26-06-2023,2,15,1314.45,Male,Smartphone,United Kingdom,4,19,10,Action & Adventure,Extremely dissatisfied,600,52578,Standard,12,2,1,1051.56
284,04-08-2022,28-06-2023,3,14,1226.82,Female,Smartphone,Australia,6,22,10,Comedy,Extremely satisfied,600,52578,Premium,15,4,1,1314.45
285,01-09-2022,27-06-2023,1,10,876.3,Female,Laptop,Germany,3,18,10,Dramma,Neutral,700,61341,Basic,10,1,1,876.3
286,14-10-2022,27-06-2023,3,14,1226.82,Female,Laptop,France,4,21,8,Dramma,Satisfied,800,70104,Premium,15,4,1,1314.45
287,16-10-2022,26-06-2023,1,10,876.3,Male,Smartphone,Brazil,1,24,7,Action & Adventure,Neutral,800,70104,Basic,10,1,1,876.3
288,20-10-2022,28-06-2023,2,14,1226.82,Male,Smart TV,Mexico,4,22,6,Horror,Dissatisfied,600,52578,Standard,12,2,1,1051.56
289,20-11-2022,25-06-2023,2,15,1314.45,Female,Smart TV,Spain,3,24,9,Dramma,Extremely satisfied,800,70104,Standard,12,2,1,1051.56
290,25-11-2022,30-06-2023,1,12,1051.56,Male,Smartphone,Italy,3,19,7,Action & Adventure,Dissatisfied,700,61341,Basic,10,1,1,876.3
291,04-12-2022,27-06-2023,3,13,1139.19,Female,Tablet,United States,4,21,6,Dramma,Extremely dissatisfied,800,70104,Premium,15,4,1,1314.45
292,12-12-2022,27-06-2023,1,11,963.93,Female,Laptop,Canada,3,17,6,Horror,Extremely dissatisfied,1000,87630,Basic,10,1,1,876.3
293,09-12-2022,25-06-2023,2,14,1226.82,Female,Laptop,United Kingdom,2,19,6,Comedy,Neutral,600,52578,Standard,12,2,1,1051.56
294,15-10-2022,29-06-2023,3,10,876.3,Male,Laptop,Australia,6,20,8,Action & Adventure,Extremely dissatisfied,900,78867,Premium,15,4,1,1314.45
295,03-10-2022,27-06-2023,1,14,1226.82,Male,Laptop,Germany,5,20,9,Horror,Dissatisfied,900,78867,Basic,10,1,1,876.3
296,01-10-2022,27-06-2023,1,12,1051.56,Female,Tablet,France,1,19,9,Horror,Extremely dissatisfied,800,70104,Basic,10,1,1,876.3
297,02-11-2022,24-06-2023,1,13,1139.19,Male,Smartphone,Brazil,1,17,9,Horror,Extremely satisfied,500,43815,Basic,10,1,1,876.3
298,03-11-2022,27-06-2023,2,14,1226.82,Male,Tablet,Mexico,3,22,9,Action & Adventure,Neutral,600,52578,Standard,12,2,1,1051.56
299,30-10-2022,27-06-2023,3,10,876.3,Male,Smartphone,Spain,6,25,8,Action & Adventure,Extremely satisfied,600,52578,Premium,15,4,1,1314.45
300,30-10-2022,28-06-2023,1,11,963.93,Male,Laptop,Italy,4,21,10,Action & Adventure,Neutral,600,52578,Basic,10,1,1,876.3
301,27-09-2022,24-06-2023,1,10,876.3,Female,Laptop,United States,3,20,10,Horror,Extremely dissatisfied,900,78867,Basic,10,1,1,876.3
302,14-09-2022,27-06-2023,3,11,963.93,Male,Tablet,Canada,6,20,8,Action & Adventure,Extremely dissatisfied,800,70104,Premium,15,4,1,1314.45
303,11-06-2022,26-06-2023,2,12,1051.56,Male,Tablet,United Kingdom,2,21,10,Action & Adventure,Neutral,800,70104,Standard,12,2,1,1051.56
304,11-06-2022,29-06-2023,2,12,1051.56,Female,Smartphone,Australia,2,23,9,Horror,Dissatisfied,700,61341,Standard,12,2,1,1051.56
305,24-05-2022,26-06-2023,1,13,1139.19,Male,Smart TV,Germany,2,20,6,Horror,Extremely dissatisfied,900,78867,Basic,10,1,1,876.3
306,06-07-2022,27-06-2023,3,13,1139.19,Male,Tablet,France,4,17,7,Action & Adventure,Extremely dissatisfied,900,78867,Premium,15,4,1,1314.45
307,08-07-2022,28-06-2023,2,11,963.93,Female,Smart TV,Brazil,2,20,6,Dramma,Extremely satisfied,600,52578,Standard,12,2,1,1051.56
308,27-10-2022,27-06-2023,1,13,1139.19,Male,Smart TV,Mexico,2,25,7,Horror,Neutral,600,52578,Basic,10,1,1,876.3
309,09-08-2022,28-06-2023,2,11,963.93,Male,Smartphone,Spain,3,24,6,Action & Adventure,Extremely satisfied,1000,87630,Standard,12,2,1,1051.56
310,14-06-2022,26-06-2023,3,15,1314.45,Female,Smartphone,Italy,5,21,6,Dramma,Satisfied,600,52578,Premium,15,4,1,1314.45
311,07-06-2022,27-06-2023,1,15,1314.45,Female,Smartphone,United States,3,21,10,Horror,Satisfied,600,52578,Basic,10,1,1,876.3
312,27-05-2022,26-06-2023,3,12,1051.56,Male,Laptop,Canada,5,20,8,Action & Adventure,Neutral,800,70104,Premium,15,4,1,1314.45
313,27-05-2022,27-06-2023,2,13,1139.19,Female,Laptop,United Kingdom,4,25,10,Horror,Extremely dissatisfied,900,78867,Standard,12,2,1,1051.56
314,21-04-2022,26-06-2023,1,10,876.3,Male,Laptop,Australia,5,23,9,Horror,Extremely satisfied,700,61341,Basic,10,1,1,876.3
315,28-04-2022,27-06-2023,2,15,1314.45,Female,Smart TV,Germany,2,19,10,Horror,Extremely satisfied,600,52578,Standard,12,2,1,1051.56
316,27-05-2022,25-06-2023,3,12,1051.56,Female,Laptop,France,4,17,7,Dramma,Satisfied,800,70104,Premium,15,4,1,1314.45
317,25-08-2022,28-06-2023,1,15,1314.45,Female,Tablet,Brazil,5,24,6,Horror,Satisfied,700,61341,Basic,10,1,1,876.3
318,02-09-2022,27-06-2023,2,10,876.3,Female,Laptop,Mexico,2,17,10,Dramma,Extremely satisfied,600,52578,Standard,12,2,1,1051.56
319,22-08-2022,26-06-2023,3,14,1226.82,Female,Smartphone,Spain,4,23,9,Dramma,Satisfied,600,52578,Premium,15,4,1,1314.45
320,02-08-2022,27-06-2023,1,15,1314.45,Female,Laptop,Italy,1,24,10,Comedy,Extremely satisfied,800,70104,Basic,10,1,1,876.3
321,22-06-2022,27-06-2023,3,12,1051.56,Female,Smartphone,United States,5,21,7,Comedy,Extremely satisfied,800,70104,Premium,15,4,1,1314.45
322,04-06-2022,27-06-2023,1,15,1314.45,Male,Smartphone,Canada,5,23,10,Horror,Extremely dissatisfied,900,78867,Basic,10,1,1,876.3
323,31-05-2022,26-06-2023,2,14,1226.82,Male,Smartphone,United Kingdom,4,20,10,Action & Adventure,Dissatisfied,900,78867,Standard,12,2,1,1051.56
324,22-05-2022,27-06-2023,2,15,1314.45,Male,Tablet,Australia,2,23,8,Action & Adventure,Neutral,900,78867,Standard,12,2,1,1051.56
325,29-05-2022,27-06-2023,1,13,1139.19,Male,Tablet,Germany,2,20,6,Action & Adventure,Extremely satisfied,700,61341,Basic,10,1,1,876.3
326,11-06-2022,27-06-2023,3,11,963.93,Male,Smartphone,France,5,18,9,Action & Adventure,Dissatisfied,800,70104,Premium,15,4,1,1314.45
327,06-07-2022,26-06-2023,1,12,1051.56,Female,Smartphone,Brazil,4,25,9,Dramma,Extremely satisfied,700,61341,Basic,10,1,1,876.3
328,26-07-2022,27-06-2023,2,12,1051.56,Female,Tablet,Mexico,4,19,6,Horror,Dissatisfied,600,52578,Standard,12,2,1,1051.56
329,22-07-2022,25-06-2023,3,11,963.93,Female,Smart TV,Spain,5,17,6,Horror,Extremely satisfied,700,61341,Premium,15,4,1,1314.45
330,06-07-2022,26-06-2023,1,10,876.3,Female,Smart TV,Italy,2,19,7,Horror,Dissatisfied,1000,87630,Basic,10,1,1,876.3
331,08-07-2022,26-06-2023,3,14,1226.82,Female,Tablet,United States,5,27,3,Dramma,Satisfied,3400,297942,Premium,15,4,1,1314.45
332,22-07-2022,26-06-2023,1,14,1226.82,Male,Tablet,Canada,3,29,3,Action & Adventure,Neutral,4000,350520,Basic,10,1,1,876.3
333,24-07-2022,27-06-2023,2,15,1314.45,Female,Smart TV,United Kingdom,2,29,2,Dramma,Extremely satisfied,4000,350520,Standard,12,2,1,1051.56
334,28-07-2022,28-06-2023,2,11,963.93,Male,Smart TV,Australia,4,31,4,Horror,Extremely satisfied,4000,350520,Standard,12,2,1,1051.56
335,11-08-2022,25-06-2023,1,10,876.3,Female,Tablet,Germany,5,35,4,Comedy,Neutral,3700,324231,Basic,10,1,1,876.3
336,02-09-2022,26-06-2023,3,12,1051.56,Male,Laptop,France,6,26,4,Action & Adventure,Satisfied,4100,359283,Premium,15,4,1,1314.45
337,11-10-2022,27-06-2023,1,13,1139.19,Male,Laptop,Brazil,1,30,4,Horror,Extremely satisfied,1800,157734,Basic,10,1,1,876.3
338,15-10-2022,27-06-2023,2,12,1051.56,Male,Tablet,Mexico,3,28,3,Action & Adventure,Satisfied,2300,201549,Standard,12,2,1,1051.56
339,05-10-2022,25-06-2023,3,13,1139.19,Female,Laptop,Spain,4,31,2,Horror,Satisfied,3500,306705,Premium,15,4,1,1314.45
340,13-09-2022,25-06-2023,1,14,1226.82,Female,Smartphone,Italy,2,32,2,Comedy,Satisfied,3500,306705,Basic,10,1,1,876.3
341,24-08-2022,26-06-2023,3,13,1139.19,Female,Laptop,United States,5,35,2,Dramma,Satisfied,3600,315468,Premium,15,4,1,1314.45
342,09-08-2022,26-06-2023,1,11,963.93,Female,Laptop,Canada,5,33,3,Horror,Extremely satisfied,3800,332994,Basic,10,1,1,876.3
343,06-08-2022,25-06-2023,2,13,1139.19,Male,Smart TV,United Kingdom,2,30,2,Action & Adventure,Extremely satisfied,3900,341757,Standard,12,2,1,1051.56
344,07-08-2022,26-06-2023,2,13,1139.19,Female,Smartphone,Australia,2,31,2,Comedy,Extremely satisfied,3400,297942,Standard,12,2,1,1051.56
345,08-08-2022,25-06-2023,1,10,876.3,Female,Smart TV,Germany,5,34,3,Comedy,Extremely satisfied,4100,359283,Basic,10,1,1,876.3
346,31-08-2022,26-06-2023,3,15,1314.45,Male,Tablet,France,6,35,3,Horror,Neutral,3600,315468,Premium,15,4,1,1314.45
347,21-09-2022,28-06-2023,1,14,1226.82,Male,Smartphone,Brazil,4,30,4,Horror,Satisfied,1700,148971,Basic,10,1,1,876.3
348,05-10-2022,26-06-2023,2,14,1226.82,Male,Smart TV,Mexico,2,29,2,Action & Adventure,Neutral,2200,192786,Standard,12,2,1,1051.56
349,02-11-2022,26-06-2023,3,14,1226.82,Male,Smartphone,Spain,6,26,3,Horror,Neutral,4100,359283,Premium,15,4,1,1314.45
350,02-11-2022,28-06-2023,1,10,876.3,Female,Smartphone,Italy,1,32,2,Dramma,Satisfied,4000,350520,Basic,10,1,1,876.3
351,02-11-2022,28-06-2023,3,11,963.93,Female,Smart TV,United States,4,33,3,Horror,Satisfied,3400,297942,Premium,15,4,1,1314.45
352,20-09-2022,26-06-2023,1,10,876.3,Male,Laptop,Canada,2,34,2,Horror,Satisfied,3800,332994,Basic,10,1,1,876.3
353,10-08-2022,26-06-2023,2,14,1226.82,Female,Smartphone,United Kingdom,3,29,2,Dramma,Satisfied,4200,368046,Standard,12,2,1,1051.56
354,16-08-2022,28-06-2023,2,10,876.3,Female,Laptop,Australia,3,35,3,Dramma,Extremely satisfied,3600,315468,Standard,12,2,1,1051.56
355,12-10-2022,27-06-2023,1,15,1314.45,Female,Tablet,Germany,2,33,2,Comedy,Extremely satisfied,3400,297942,Basic,10,1,1,876.3
356,14-10-2022,30-06-2023,3,11,963.93,Male,Smart TV,France,5,30,4,Horror,Neutral,3400,297942,Premium,15,4,1,1314.45
357,18-10-2022,26-06-2023,1,15,1314.45,Male,Smartphone,Brazil,3,26,2,Horror,Neutral,2100,184023,Basic,10,1,1,876.3
358,11-11-2022,28-06-2023,2,12,1051.56,Female,Smart TV,Mexico,2,32,3,Comedy,Neutral,1800,157734,Standard,12,2,1,1051.56
359,20-11-2022,26-06-2023,3,11,963.93,Male,Smartphone,Spain,6,31,2,Action & Adventure,Extremely satisfied,4100,359283,Premium,15,4,1,1314.45
360,21-11-2022,30-06-2023,1,15,1314.45,Female,Tablet,Italy,5,27,4,Dramma,Neutral,3600,315468,Basic,10,1,1,876.3
361,25-11-2022,28-06-2023,3,12,1051.56,Female,Laptop,United States,6,33,4,Comedy,Extremely satisfied,3700,324231,Premium,15,4,1,1314.45
362,08-12-2022,27-06-2023,1,11,963.93,Male,Laptop,Canada,2,26,2,Action & Adventure,Satisfied,3700,324231,Basic,10,1,1,876.3
363,01-11-2022,25-06-2023,2,12,1051.56,Female,Smart TV,United Kingdom,3,29,4,Dramma,Neutral,4200,368046,Standard,12,2,1,1051.56
364,12-10-2022,29-06-2023,2,14,1226.82,Male,Smart TV,Australia,4,26,2,Horror,Extremely satisfied,3400,297942,Standard,12,2,1,1051.56
